customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
2709-UQGNP,Yes,No,DSL,Yes,No,No,No,No,No,0
3549-ZTMNH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7881-INRLC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
8033-ATFAS,Yes,No,DSL,No,No,Yes,No,Yes,No,0
1635-NZATJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0562-HKHML,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8277-RVRSV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9943-VSZUV,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
0117-LFRMW,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,1
6172-FECYY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
7054-ENNGU,Yes,No,DSL,No,Yes,No,No,No,No,0
1455-HFBXA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,0
9402-CXWPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
1628-BIZYP,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0
1965-AKTSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,1
0082-LDZUE,Yes,No,DSL,No,No,No,No,No,No,0
4786-UKSNZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5343-SGUBI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0
0856-NAOES,Yes,No,DSL,No,No,Yes,No,Yes,No,0
1976-AZZPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No,0
7248-VZQLC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,1
6156-UZDLF,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,0
3099-OONVS,Yes,No,DSL,Yes,No,No,Yes,No,No,0
9500-WBGRP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5183-KLYEM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
5144-PQCDZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8514-VZHEB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6625-IUTTT,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0
9355-NPPFS,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
0068-FIGTF,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0
5965-GGPRW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
8035-PWSEV,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,0
2236-HILPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1840-BIUOG,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,0
1356-MKYSK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0
6080-LNESI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1830-IPXVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5828-DWPIL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
8398-TBIYD,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,0
0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1
6496-SLWHQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
9912-GVSEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1
2931-FSOHN,Yes,No,DSL,No,Yes,No,No,Yes,No,0
9418-RUKPH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5383-MMTWC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
9971-ZWPBF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
4712-AUQZO,No,No phone service,DSL,Yes,No,Yes,No,No,No,0
9711-FJTBX,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,0
2908-ZTPNF,No,No phone service,DSL,No,Yes,No,Yes,No,No,0
7240-ETPTR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1
2202-CUYXZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,1
5995-OIGLP,Yes,No,DSL,Yes,No,No,Yes,No,No,1
8421-WZOOW,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,0
6261-RCVNS,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,1
7951-QKZPL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1414-YADCW,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,0
8756-RDDLT,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,0
2862-PFNIK,No,No phone service,DSL,No,No,No,No,No,No,0
5816-QVHRX,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0
4430-YHXGG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6888-SBYAI,Yes,No,DSL,Yes,No,No,No,No,No,0
7395-XWZOY,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0
7169-YWAMK,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,0
3640-PHQXK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1
6877-LGWXO,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
6859-RKMZJ,Yes,No,DSL,No,No,No,No,Yes,No,0
2729-VNVAP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2957-JIRMN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0
2049-BAFNW,No,No phone service,DSL,No,No,Yes,Yes,No,No,0
3842-QTGDL,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0
7163-OCEQI,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0
9782-LGXMC,Yes,No,DSL,Yes,No,Yes,Yes,No,No,0
5975-BAICR,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0
8019-ENHXU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,1
5167-GBFRE,No,No phone service,DSL,No,No,No,No,No,No,1
9033-EOXWV,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,1
4673-KKSLS,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,0
4853-OITSN,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,0
9800-OUIGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1324-NLTJE,Yes,Yes,DSL,No,No,No,Yes,No,No,1
2324-EFHVG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
7094-MSZAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1522-VVDMG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,1
6907-CQGPN,No,No phone service,DSL,No,Yes,No,Yes,No,No,0
0780-XNZFN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0239-OXEXL,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,0
2675-IJRGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7049-GKVZY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0
8577-QSOCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3721-CNZHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0212-ISBBF,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,0
9185-TQCVP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
3585-YNADK,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0
5271-DBYSJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
1099-GODLO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6828-HMKWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5567-WSELE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
1472-TNCWL,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0
8063-RJYNF,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,1
0687-ZVTHB,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,1
2080-GKCWQ,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
9661-ACXBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1
2193-SFWQW,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
5656-JAMLX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3462-BJQQA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0
0442-TDYUO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6733-LRIZX,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0
9503-XJUME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4367-NHWMM,No,No phone service,DSL,No,No,No,No,No,No,0
3727-RJMEO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
3779-OSWCF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
6736-DHUQI,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,0
3915-ODIYG,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,0
1360-RCYRT,No,No phone service,DSL,No,No,No,Yes,No,No,0
2724-FJDYW,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0
4451-RWASJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6646-VRFOL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
3460-TJBWI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5917-HBSDW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5685-IIXLY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,1
5671-UUNXD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0
0956-ACVZC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0
2325-NBPZG,Yes,No,Fiber optic,Yes,No,No,No,No,No,0
4250-ZBWLV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1
4482-FTFFX,Yes,No,DSL,No,No,Yes,Yes,No,No,0
8859-DZTGQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0440-MOGPM,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0
0020-JDNXP,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
3752-CQSJI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5025-GOOKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4698-KVLLG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5095-AESKG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1
2887-JPYLU,Yes,No,DSL,No,No,No,No,No,No,0
4770-QAZXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4896-CPRPF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1871-MOWRM,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,1
9714-EDSUC,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,0
2027-OAQQC,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1
0282-NVSJS,No,No phone service,DSL,No,No,No,Yes,No,No,0
9090-SGQXL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
6595-YGXIT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1
7353-YOWFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9835-ZIITK,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1
8008-ESFLK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
7537-CBQUZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
1555-DJEQW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1
5649-TJHOV,No,No phone service,DSL,No,No,No,No,No,Yes,1
0519-XUZJU,Yes,No,Fiber optic,No,No,No,No,No,No,1
3363-EWLGO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4750-UKWJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6338-AVWCY,No,No phone service,DSL,No,No,Yes,No,Yes,No,1
1689-YQBYY,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
4487-ZYJZK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2959-FENLU,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0
0708-LGSMF,Yes,Yes,DSL,Yes,No,No,No,No,Yes,0
9253-QXKBE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
7634-HLQJR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0487-RPVUM,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,0
4079-ULGFR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2516-XSJKX,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0
0057-QBUQH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9445-SZLCH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1
6599-SFQVE,Yes,No,DSL,No,No,No,No,No,Yes,0
8331-ZXFOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,0
4003-FUSHP,Yes,No,DSL,No,No,No,Yes,Yes,No,0
0356-ERHVT,Yes,No,DSL,No,No,No,No,No,No,0
7325-ENZFI,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,0
4884-ZTHVF,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0
3920-HIHMQ,Yes,Yes,DSL,No,No,No,No,No,No,0
3055-OYMSE,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
0613-WUXUM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7568-PODML,No,No phone service,DSL,No,No,No,No,Yes,Yes,1
4458-KVRBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5349-IECLD,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1
1397-XKKWR,No,No phone service,DSL,Yes,No,Yes,No,No,No,0
3945-GFWQL,Yes,No,DSL,No,No,No,No,No,No,1
8097-OMULG,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0
6013-BHCAW,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0
0401-WDBXM,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
3387-PLKUI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6096-EGVTU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3797-VTIDR,No,No phone service,DSL,No,No,No,No,No,No,1
5081-NWSUP,Yes,No,DSL,No,Yes,No,Yes,No,Yes,0
2580-ATZSQ,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0
8085-MSNLK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
9691-HKOVS,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
9881-VCZEP,Yes,Yes,DSL,No,Yes,No,No,No,No,0
9526-BIHHD,No,No phone service,DSL,Yes,No,No,No,No,No,1
8757-TFHHJ,Yes,No,DSL,Yes,No,No,No,No,No,0
4523-WXCEF,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
1468-DEFNC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5119-KEPFY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0
8364-TRMMK,Yes,Yes,DSL,No,No,No,No,No,No,1
0916-KNFAJ,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,0
8319-QBEHW,No,No phone service,DSL,No,Yes,No,No,Yes,No,0
3063-QFSZL,Yes,No,DSL,No,No,No,No,No,Yes,1
8775-LHDJH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1
9625-QNLUX,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
3097-NQYSN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
4024-CSNBY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,0
7110-BDTWG,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,0
7493-GVFIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0690-SRQID,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9605-WGJVW,Yes,No,Fiber optic,No,No,No,No,No,No,0
9114-DPSIA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
4700-UBQMV,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,0
7711-GQBZC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3565-UNOCC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1
4627-MIHJH,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0
9795-NREXC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0
8573-CGOCC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7356-AYNJP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9249-FXSCK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1
5493-SDRDQ,Yes,No,DSL,Yes,No,Yes,No,No,No,1
6286-SUUWT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4819-HJPIW,No,No phone service,DSL,No,No,No,No,No,No,0
8654-DHAOW,Yes,Yes,DSL,No,Yes,No,No,No,No,0
5438-QMDDL,Yes,No,DSL,No,Yes,No,No,No,Yes,0
9812-GHVRI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0
5553-AOINX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
1228-ZLNBX,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
4226-KKDON,Yes,No,DSL,No,Yes,No,Yes,Yes,No,0
3831-YCPUO,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
7445-WMRBW,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,0
3308-DGHKL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9924-JPRMC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
0080-EMYVY,Yes,No,DSL,No,Yes,No,No,No,No,0
6218-KNUBD,Yes,No,DSL,No,Yes,No,No,Yes,No,0
7337-CINUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7609-NRNCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0623-EJQEG,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,0
7153-CHRBV,Yes,No,DSL,Yes,No,Yes,Yes,No,No,0
0871-URUWO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1
9190-MFJLN,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1
6198-PNNSZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
3317-VLGQT,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
4132-POCZS,No,No phone service,DSL,Yes,No,No,No,No,Yes,0
5614-DNZCE,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0
1095-JUDTC,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,1
3896-RCYYE,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0
9638-JIQYA,No,No phone service,DSL,No,No,No,No,No,No,0
3258-SANFR,Yes,No,DSL,No,No,No,No,No,No,0
3726-TBHQT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
3190-ITQXP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0870-VEMYL,Yes,No,DSL,Yes,No,No,Yes,No,No,1
4833-QTJNO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,0
3039-MJSLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0178-CIIKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5385-SUIRI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1
3982-XWFZQ,Yes,Yes,DSL,No,No,No,No,No,No,1
5774-QPLTF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2322-VCZHZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,0
5010-IPEAQ,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,0
4009-ALQFH,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
6383-ZTSIW,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,0
8990-YOZLV,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0
3069-SSVSN,No,No phone service,DSL,No,No,No,No,No,No,0
5222-IMUKT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0
3627-FCRDW,Yes,No,Fiber optic,No,No,No,No,No,No,1
7562-GSUHK,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,1
6685-XSHHU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8901-UPRHR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
4903-UYAVB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0118-JPNOY,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0
6776-TLWOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3845-FXCYS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5857-XRECV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0725-CXOTM,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0
4343-EJVQB,Yes,No,Fiber optic,Yes,No,No,No,No,No,0
9000-PLFUZ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,0
3427-GGZZI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0
7779-ORAEL,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,0
0644-OQMDK,Yes,No,Fiber optic,No,No,No,No,No,No,0
4077-CROMM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
3154-CFSZG,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,0
2868-MZAGQ,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
4847-QNOKA,Yes,No,DSL,No,No,No,No,No,No,1
2220-IAHLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1658-XUHBX,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,0
6379-RXJRQ,Yes,No,Fiber optic,No,No,No,No,No,No,1
2378-HTWFW,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,0
8650-RHRKE,No,No phone service,DSL,No,No,Yes,No,No,No,1
4377-VDHYI,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,0
0475-RIJEP,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,1
1260-TTRXI,Yes,No,DSL,No,No,No,No,No,Yes,1
3719-TDVQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6328-ZPBGN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
0201-MIBOL,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0
4937-QPZPO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
2925-VDZHY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
6981-TDRFT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0
3413-CSSTH,Yes,Yes,DSL,No,No,Yes,No,No,No,0
8033-VCZGH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
4789-KWMXN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1
0224-NIJLP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7542-CYDDM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4718-WXBGI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
2867-UIMSS,Yes,No,Fiber optic,No,No,No,No,No,Yes,1
8495-PRWFH,Yes,Yes,DSL,No,No,Yes,No,No,No,0
0439-IFYUN,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
5716-LIBJC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
2868-LLSKM,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,0
8111-RKSPX,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
2988-QRAJY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
1585-MQSSU,Yes,No,DSL,No,No,No,Yes,No,No,1
0071-NDAFP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2856-NNASM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
7328-ZJAJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6458-CYIDZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0
8559-CIZFV,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,1
1090-PYKCI,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,0
3058-WQDRE,No,No phone service,DSL,No,No,No,No,No,No,0
7547-EKNFS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1
2279-AXJJK,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,0
6769-DYBQN,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,1
0909-SELIE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
3417-TSCIC,No,No phone service,DSL,No,No,No,No,No,No,0
1042-HFUCW,Yes,No,DSL,No,Yes,No,Yes,No,No,0
4439-JMPMT,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,1
6537-OTKMY,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0
8999-EXMNO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6725-TPKJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2446-BEGGB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
